,name,party,chamber,text,score_pattern,score_vader
3188,Bob Latta,R,house,Had a great time rooting for the @ToledoFB #Rockets against Tulsa. UT JD 81. http://pbs.twimg.com/media/DJ7mwRPW0AEuYZJ.jpg,0.8,0.6249
3189,Chuck Schumer,D,senate,"America must be a leader for freedom and democracy, and safety for refugees is part of that. https://nyti.ms/2ywAPeg",0.0,0.7906
3190,Joaquin Castro,D,house,.@RealDonaldTrump has turned his back on #Dreamers. What will each member of Congress do? #DefendDACA,0.0,0.0
3191,Bob Latta,R,house,"Brave actions of Crystal Griner and David Bailey saved countless lives and they are extremely deserving of this high honor. https://twitter.com/FoxNews/status/890676881942429696 QT @FoxNews WATCH: Trump Awards Officers Medals of Valor for Actions in Scalise Shooting
http://insider.foxnews.com/2017/07/27/medal-valor-scalise-shooting-awards-donald-trump-griner-bailey",0.39,0.9426
3192,John Culberson,R,house,"RT @texasdaniel Jury duty next week (Sept. 5 to Sept. 9) in the #HarrisCounty District, County, and Probate Courts is CANCELLED.  #Districtclerk #jury",0.0,-0.4084
3193,Kirsten Gillibrand,D,senate,American workers cannot wait any longer for the family-friendly policies they deserve. It’s time to pass universal paid family leave #FMLA24,0.0,-0.0516
3194,Ted Deutch,D,house,"RT @CNNnewsroom .@RepTedDeutch: ""The President know this was never about statues"" calls for Congress to vote on a censure resolution http://snpy.tv/2xaGnKw",0.0,0.0
3195,Mike Quigley,D,house,"As well as being against core US values, Trump's new #immigration plan would be catastrophic for economic growth. http://wapo.st/2vn88m5",0.168181818182,0.4939
3196,Elzabeth Esty,D,house,"Happy Fourth of July! Thinking of the sacrifices of our brave servicemen and women, our veterans, and their families. http://pbs.twimg.com/media/DD5TixtWsAAORSS.jpg",0.533333333333,0.8122
3197,Steven Palazzo,R,house,The Naval Academy is highly focused on STEM education. Interested in learning more? Join me this Saturday → https://goo.gl/CG3j1P,0.303333333333,0.7956
3198,Charlie Crist,D,house,"RT @PinellasEM 1st debris pickup in N. Pinellas: INON03, INON05, INON06; &amp;, S. Pinellas: INSE07, INSE08, INSE09. http://arcg.is/2fe9NEi #PinellasIrma http://pbs.twimg.com/media/DKA7aAXUEAESmV2.jpg",0.0,0.0
3199,Dina Titus,D,house,House just passed @DeptVetAffairs appeals modernization bill. I wrote the original version last year &amp; now it will become law.,0.1875,0.3182
3200,Pramila Jayapal,D,house,"A: Our immigration system is broken - it's not so simple. Worked for 15 yrs from the outside to fix it, and we're going to keep on pushing.",-0.133333333333,-0.4767
3201,John Rutherford,R,house,"Thanks for visiting @SpeakerRyan. Northeast Florida appreciates your support. https://twitter.com/SpeakerRyan/status/910507119245279232 QT @SpeakerRyan In #Jacksonville right now to survey damage from Hurricane Irma. About to get a briefing from @FEMA, @USCG. https://www.pscp.tv/w/bJEddDFKUkttUmdyZG1PalB8MXJteFBxWUViekRLTnjz0Y2fKCnPfMeL5B8PinEqBf25LzAyFZU037_BIl2-",0.242857142857,0.8494
3202,Thom Tillis,R,senate,"Looking forward to having you back, @SenJohnMcCain! https://twitter.com/senjohnmccain/status/889652943791824897 QT @SenJohnMcCain Look forward to returning to Senate tomorrow to continue work on health care reform, defense bill &amp; #RussiaSanctions https://www.mccain.senate.gov/public/index.cfm/press-releases?ID=F0B163CA-311A-48D4-BAA6-CB73E56CF6FB",0.0,0.8188
3203,Chris Collins,R,house,Visiting Kast Farms in Albion. Farm has been in the Kast family for six generations. Pictured here with four generations. #NY27 #ag http://pbs.twimg.com/media/DJTaJSGVoAAYE-q.jpg,0.0,0.0
3204,Tim Scott,R,senate,Summer scene in Hampton! #scenesfromsouthcarolina http://pbs.twimg.com/media/DG5UqvzXsAAX-Dm.jpg,0.0,0.0
3205,Emanuel Cleaver,D,house,"#GrahamCassidy isn't a healthcare bill, it's a way to gut #Medicaid. Here's 5 ways it puts Medicaid at risk:
https://goo.gl/eXfsEQ",0.0,-0.2732
3206,Raúl Grijalva,D,house,#HR3697 demonizes immigrant communities and ignores due process rights. Sad to see @HouseGOP continue their anti-immigrant agenda.,-0.3125,-0.6369
3207,Terri Sewell,D,house,We must set aside party politics and work together in the best interests of our nation to reduce gun violence and senseless killings. http://pbs.twimg.com/media/DLS-9a4XoAAMR7M.jpg,1.0,-0.4767
3208,Steve Scalise,R,house,"Of all the special moments yesterday, this was one of the best. Thanks @SpeakerRyan for welcoming me back. https://twitter.com/cbsthismorning/status/913725359992049667 QT @CBSThisMorning WATCH: We captured the emotional reunion with @SteveScalise and @SpeakerRyan. ""This is just incredible."" http://cbsn.ws/2fWDBlX http://pbs.twimg.com/ext_tw_video_thumb/913725294330163201/pu/img/7KNstrolUzb5Cmql.jpg https://video.twimg.com/ext_tw_video/913725294330163201/pu/vid/320x180/cF5XNnSSOf5atsbE.mp4",0.409523809524,0.9504
3209,Frank Pallone,D,house,Shocked &amp; horrified by tragic shooting in #LasVegas. All Americans must stand w the victims &amp; their families during this difficult time.,-0.65,-0.9182
3210,Carolyn Maloney,D,house,What are you most concerned about right now? #BCRA #ProtectOurCare #NetNeutrality,0.392857142857,0.0
3211,Patty Murray,D,senate,Last push before today’s #Trumpcare vote w/ @NCILAdvocacy &amp; disability advocates who have been on frontlines since day 1! http://pbs.twimg.com/media/DFmDzXCXsAEWfB7.jpg,0.0,0.0
3212,Jody Hice,R,house,"Heartbreaking tragedy in #LasVegas. My deepest sympathies and condolences to the victims, wounded, and their families. Praying for healing.",0.0,-0.802
3213,Steve Womack,R,house,Hey #AR3! Are you and your family thinking about visiting DC soon? Our office is here to assist you! https://womack.house.gov/constituentservices/washingtondc.htm,0.0,0.0
3214,Tom O'Halleran,D,house,We need to include the public in this health care debate. We owe them a better plan.,0.25,0.7269
3215,Brad Schneider,D,house,"RT @HouseSBCDems .@RepSchneider today asked how Congress can help to spread the entrepreneurial spirit to high schools, youth programs across the country. http://pbs.twimg.com/media/DFHszOvWsAAyJCp.jpg",0.16,0.5267
3216,Luther Strange,R,senate,"TUNE IN LIVE: #NoRepealNoRecess
http://bit.ly/2ua8ziF",0.136363636364,0.0
3217,Sean Maloney,D,house,Met w/staff at @RhinebeckBank this AM to discuss regulatory changes and concerns. Thanks for having me! http://pbs.twimg.com/media/DLd-vC_UMAAmq4I.jpg,0.25,0.4926
3218,David Perdue,R,senate,Now it's time for us to get to work.,0.0,0.0
3219,Adriano Espaillat,D,house,RT @dianeyentel Thank you @RepEspaillat for showing up and speaking out to end homelessness and housing poverty! #OurHomesOurVoices http://pbs.twimg.com/media/DFxk6hWXsAE_Djn.jpg,0.0,-0.2714
3220,Nancy Pelosi,D,house,Tune in as I speak live from the Capitol on efforts to #ProtectOurDemocracy and stop #Trumpcare. https://goo.gl/M1D3sV,0.136363636364,-0.296
3221,Robert Aderholt,R,house,Meeting with constituents this morning at the L'Rancho in Arab talking about the work that is awaiting us in Washington. http://pbs.twimg.com/media/DH6tzSyVwAArn9l.jpg,0.0,0.0
3222,Maxine Waters,D,house,"RT @ShondalandTV One epic day, @shondarhimes sat down with @maxinewaters &amp; found out everything you wanted to know. #shondaland http://www.shondaland.com/inspire/by-shonda/a12246001/rep-maxine-waters-shonda-rhimes-interview/",-0.0277777777778,0.0
3223,Chuck Schumer,D,senate,"As millions of people in TX and LA are prepping for the hurricane, the President is using the cover of the storm to 1/",0.0,0.4995
3224,Darrell Issa,R,house,Interested in life on Capitol Hill and want to join our incredibly talented team of interns this fall? Apply today → https://go.usa.gov/xNAET http://pbs.twimg.com/media/DDb1zYTXoAEUaf5.jpg,0.475,0.8313
3225,Kristi Noem,R,house,Oh Tibbs....always comes running. Such a great horse. #horsesofinstagram https://www.instagram.com/p/BXWvax7h070/,0.4,0.6249
3226,Thomas Suozzi,D,house,Encouraged to see the #ProblemSolversCaucus health care proposal result in Rs &amp; Ds in the Senate working together. https://www.nytimes.com/2017/08/05/us/politics/lamar-alexander-health-care.html?smid=tw-nytimes&smtyp=cur,0.0,0.6908
3227,Norma Torres,D,house,High school students join me at 5:30 today at Chaffey HS in Ontario to learn about US Service Academies #CA35 https://twitter.com/normajtorres/status/897564275627216896 QT @NormaJTorres So proud that 3 of our academy nominees are in the same unit @NavalAcademy. Wishing them luck &amp; know they will represent the IE &amp; CA35 well! http://pbs.twimg.com/media/DHTJ8obXoAEqxDw.jpg,0.32,0.9373
3228,Mike Lee,R,senate,Denver USPTO Dir. Molly Kocialski discusses importance of creative collaboration. Watch live: http://lee.senate.gov/live #SolutionsSummit2017 http://pbs.twimg.com/ext_tw_video_thumb/900780428000346112/pu/img/xBQOpMNXICKIzvwe.jpg https://video.twimg.com/ext_tw_video/900780428000346112/pu/vid/320x180/dGpdiIMo3woX-j-b.mp4,0.318181818182,0.6597
3229,Mike Quigley,D,house,"Another Saturday, another Northcenter Farmers Market! Great to see #IL05 residents #BuyLocal this holiday weekend. http://pbs.twimg.com/media/DDqzC3XWsAEC2XT.jpg",0.8,0.8185
3230,Jimmy Gomez,D,house,"RT @ProChoiceCA On July 29, Americans are coming together to fight for #OurLives. Join us and @JimmyGomezCA in DTLA with @OLOTLLosAngeles http://pbs.twimg.com/media/DFrn_LwXgAAhkdR.jpg",0.0,-0.1027
3231,Bruce Westerman,R,house,story by @TBArkansas: Rep. Westerman proposes bill to aid fire ravaged western states http://talkbusiness.net/2017/10/rep-westerman-proposes-bill-to-aid-fire-ravaged-western-states/ #ar4 #arpx @NatResources,0.0,-0.34
3232,Kyrsten Sinema,D,house,"Congratulations, @MesaEVHCC STEAM Scholars Project grads! STEAM education ensures AZ students are ready to step into jobs of the future. http://pbs.twimg.com/media/DGmZfqZUIAAsjCQ.jpg http://pbs.twimg.com/media/DGmZfqcUMAEx2Fh.jpg",0.1,0.7712
3233,Eric Swalwell,D,house,"Have you liked my Facebook page? It’s the best way to track #CA15 events, &amp; to share thoughts of  &gt;140 characters… https://www.facebook.com/CongressmanEricSwalwell/",0.8,0.8481
3234,Pramila Jayapal,D,house,"RT @HIASrefugees .@RepJayapal says access to attorney is ""absolutely essential so that children have meaningful access to #asylum or other protection."" #HJC",0.125,0.3182
3235,Robin Kelly,D,house,"On #DayoftheGirl, we recommit to creating more opportunities for girls and their families, at home &amp; abroad.",0.5,0.624
3236,Mario Diaz-Balart,R,house,4 rondas de sanciones k el gobierno de Trump ha emitido en los últimos 6 meses expresan su solidaridad con los VZ que luchan por su libertad,0.0,0.34
3237,Mark Sanford,R,house,"Glad to lead this effort opposing tariff on imported solar panels. The answer is less, not more, govt intervention. http://www.washingtonexaminer.com/republicans-democrats-join-forces-to-protect-rooftop-solar-installers/article/2631288",0.0277777777778,0.4588
3238,Bradley Byrne,R,house,Happy 227th Birthday to the Coast Guard (@USCG)! Proud to have a strong Coast Guard presence here in Southwest Alabama. http://pbs.twimg.com/media/DGZhvZjVoAABF2C.jpg,0.744444444444,0.8858
3239,Mike Thompson,D,house,"RT @SonomaCoLibrary All branches of Sonoma County Library will remain closed Friday, Saturday and Sunday, October 13-15, 2017.  Many... http://fb.me/5fvaNQmyz",0.2,0.0
3240,Lee Zeldin,R,house,Celebrated Native American culture w/ my family @ the 71st Annual @ShinnecockGov Indian Powwow on Saturday https://zeldin.house.gov/media-center/press-releases/rep-zeldin-and-his-family-attend-71st-annual-shinnecock-indian-powwow http://pbs.twimg.com/media/DI6v66nW0AAo8uM.jpg,0.175,0.5719
3241,Chellie Pingree,D,house,I’m deeply honored to receive the 2017 @BeardFoundation Leadership Award. Thank you! My full statement: https://t.co/Wv3XMxy1rI #JBFImpact https://t.co/WXXyEs4Nh1 QT @beardfoundation Announcing the 2017 JBF Leadership Award recipients! Congrats to these pioneers who shape how we eat: https://t.co/hgVxbODx5u #JBFImpact https://t.co/LyjSd5wHUD,0.21875,0.9687
3242,Paul Gosar,R,house,"Touring the Alpine Oil Fields. Drill, baby, drill! http://pbs.twimg.com/media/DHT_LUWXoAYDpWm.jpg http://pbs.twimg.com/media/DHT_LU3W0AA_Om3.jpg",0.0,0.0
3243,Yvette Clarke,D,house,"RT @CenterOnBudget If you thought the Senate was starting over with a clean slate, think again. #ProtectOurCare #ProtectMedicaid https://t.co/gOHCiZsYz5",0.183333333333,0.4019
3244,Keith Ellison,D,house,'Pharma bro' Martin Shkreli convicted in federal fraud case https://www.google.com/amp/s/www.cnbc.com/amp/2017/08/04/pharma-bro-martin-shkreli-convicted-in-federal-fraud-case.html,0.0,-0.5859
3245,Michelle Lujan Grisham,D,house,"RT @HispanicCaucus LIVE @ 1PM ET- @HispanicCaucus, faith &amp; business advocates will hold a press event to #protectDreamers. WATCH HERE→https://goo.gl/4mtWwv http://pbs.twimg.com/media/DL3daDtWsAIaKXC.jpg",0.136363636364,0.4215
3246,Bill Cassidy,R,senate,"""...here in the heart of Cajun Country is becoming the most important place in the world for natural gas prices."" https://www.wsj.com/amp/articles/global-trade-thrusts-louisianas-henry-hub-into-center-of-natural-gas-world-1502967607",0.3625,0.5563
3247,Orrin Hatch,R,senate,The last time BYU sold caffeinated drinks on campus I was serenading Elaine in the Wilkinson Student Center http://time.com/4951966/byu-brigham-young-soda/?utm_campaign=time&utm_source=twitter.com&utm_medium=social&xid=time_socialflow_twitter #utpol http://pbs.twimg.com/ext_tw_video_thumb/910961263047561220/pu/img/aBJN3Cl6N9D92i_j.jpg https://video.twimg.com/ext_tw_video/910961263047561220/pu/pl/jENmB7FLqpjXlEy3.m3u8,-0.05,0.0
3248,Tom Emmer,R,house,Had a very productive Financial Services Roundtable this morning to discuss issues important to the financial services industry in MN! http://pbs.twimg.com/media/DGaGwDWWsAMYzhu.jpg http://pbs.twimg.com/media/DGaGv_-XkAA1kC-.jpg,0.15,0.2714
3249,Jim Banks,R,house,Tax reform has worked in Indiana and will be transformative for our country. http://dailysignal.com/2017/10/05/tax-reform-liberate-free-enterprise-america-house-conservatives-say/,0.0,0.0
3250,G.K. Butterfield,D,house,It was a pleasure to visit the Durham Exchange Club Industries (DECI) last week! http://pbs.twimg.com/media/DHIE6hhWAAIcSmg.jpg,0.0,0.6114
3251,Cathy McMorris Rodgers,R,house,"I'm excited to meet the wonderful members of our military &amp; their families at next week’s Military Family Summit!
https://mcmorris.house.gov/militaryfamilysummit/",0.23,0.75
3252,Charlie Crist,D,house,Senior citizens in need of assistance should call FL Dept of Elder Affairs at 1-800-96-ELDER (1-800-963-5337),0.0,0.0
3253,Val Demings,D,house,"""83 percent of Americans want to ban sales of guns to people on no-fly or watch lists."" https://t.co/IoxGCuIESC",0.0,-0.5106
3254,Louise Slaughter,D,house,"2 years ago today, we finally achieved marriage equality! We still have more to fight for, but we will prevail. #ROC #LoveIsTheLaw https://t.co/2KZsmpPhVJ",0.25,-0.3029
3255,Al Green,D,house,RT @ReadyHarris #Harvey RAINFALL: We can expect very heavy rain over the next four to five days @NWS is forecasting 8-12 inches of rain #houwx #severewx,-0.13,0.0
3256,John Cornyn,R,senate,"On judicial nominees, Trump just keeps on #winning http://www.washingtonexaminer.com/article/2635988 via @dcexaminer",0.5,0.0
3257,Terri Sewell,D,house,Speaking on the House floor now in support of HBCUs! We have to protect our historic campuses. Tune in to C-SPAN!,0.0,0.7081
3258,Joaquin Castro,D,house,RT @brianschatz Can we agree that the next President should be a person with a demonstrated interest in public service?,0.0,0.6705
3259,Don Beyer,D,house,Trump's Muslim Ban loses in court. Again. https://twitter.com/DavidColeACLU/status/905919205870116864 QT @DavidColeACLU BREAKING: Ninth Circuit upholds expanded injunction against Muslim Ban 2.0.  Refugees protected.  Rejects US government appeal entirely.,-0.15,-0.7405
3260,Alma Adams,D,house,Its #NationalFirePreventionWeek Does your family have a fire escape plan for your home? #BePrepared http://bit.ly/2yWc3Ek,0.0,-0.1779
3261,Paul Ryan,R,house,Live at 10am ET→ @HouseGOP news conference on our work to enforce the law on illegal immigration &amp; sanctuary cities. http://speaker.gov/live,-0.181818181818,-0.5574
3262,John Shimkus,R,house,"Jn20:31these are written so that you may believe that Jesus is the Christ,the Son of God,and that by believing you may have life in His name",0.0,0.0
3263,Lacy Clay,D,house,"RT @BoldProgressive From NYC to Lancaster, Denver to DC -- we #StandWithCharlotteville &amp; demand an end to white supremacy. http://pbs.twimg.com/media/DHJkBVXVwAEhp6u.jpg http://pbs.twimg.com/media/DHJkDi8UQAEN-h4.jpg http://pbs.twimg.com/media/DHJkDjGUMAA7WlG.jpg",0.0,-0.0772
3264,Ruben Kihuen,D,house,"RT @bridgetbhc ""I was once undocumented, and now I am a member of Congress."" @RepKihuen reacts to #DACA decision: http://pbs.twimg.com/media/DI-Ql_7XYAARQNr.jpg",0.0,0.0
3265,Carolyn Maloney,D,house,"US is only advanced country that doesn’t require disclosure of beneficial ownership. That's embarrassing. #WhoOwnsIt https://twitter.com/MddeH/status/880052161849303043 QT @MddeH New bipartisan tactic to finally crack down on shady shell corps: link them to Russia. w/@RepMaloney, @SenWhitehouse https://qz.com/1012589/",0.0218013468013,0.7034
3266,James Lankford,R,senate,"During my visit to #SouthKorea in December, I discussed options with South Korean leaders &amp; United States Forces Korea joint command",0.0,0.4215
3267,Tom Reed,R,house,Thanks for having us! https://twitter.com/sruhle/status/905425099972587521 QT @SRuhle Problem Solvers Caucus co-chairs @RepJoshG &amp; @RepTomReed working on #bipartisan legislation – an update from these two next on @MSNBC,0.125,0.6155
3268,Frederica Wilson,D,house,We're never giving up until the last #ChibokGirl has been rescued and returned to her family! #BBOG http://pbs.twimg.com/media/DEFSicvWsAArXiC.jpg,0.0,0.2631
3269,John Conyers,D,house,"My colleague, @RepLawrence, are deeply concerned by the death of 15-year-old #DamonGrimes.
https://medium.com/@repjohnconyers/30-days-with-no-conclusion-into-the-death-of-unarmed-15-year-old-damon-grimes-564b8f357a4a",0.0,-0.5994
3270,Adriano Espaillat,D,house,@RepEspaillat Introduces Legislation to Extend District Empowerment Zones https://shar.es/1TFHJX,0.0,0.1779
3271,Dick Durbin,D,senate,I commend the @CFPB for this important step. It's long past time for big banks to face accountability from the consumers they’ve hurt. https://twitter.com/nytimes/status/884484887251648512 QT @nytimes A rule change would restore millions of Americans’ right to file class-action suits against banks http://nyti.ms/2uaX4rR,0.0771428571429,0.7378
3272,Francis Rooney,R,house,RT @NWSTampaBay Eyewall heading north toward southern Lee County. Extreme wind warning has been issued for Lee County. #flwx https://twitter.com/NWSMiami/status/906973672640061440,-0.0625,-0.34
3273,Eric Swalwell,D,house,"RT @cheddar .@repswalwell: ""There is a moral responsibility...to get people out of these areas and to not prey on them in their time of need."" #Irma http://pbs.twimg.com/media/DJNWZtJW0AEwYGq.jpg https://video.twimg.com/amplify_video/906162219502600192/pl/gotj6uZlG62QPsz2.m3u8",0.0,0.0
3274,Chellie Pingree,D,house,Disturbed by story of Maine scientist who reports retaliation at @Interior for speaking out on climate change http://bit.ly/2udLqK8 http://pbs.twimg.com/media/DFMaSgAXcAQT8Rm.jpg,0.0,-0.3818
3275,Nita Lowey,D,house,RT @tararosenblum @NitaLowey is not happy w epidemic level of #vaping in #westchester and is fighting back! Dets tonight on @News12WC http://pbs.twimg.com/ext_tw_video_thumb/892749558522028034/pu/img/i5L7YoA--kGuIeIY.jpg https://video.twimg.com/ext_tw_video/892749558522028034/pu/vid/720x1280/FxC1rLZYUpwhsncO.mp4,-0.2,-0.6994
3276,Gregory Meeks,D,house,"Untrue. The first responders are putting forth an admirable effort. It is you, Mr. President, who is failing American citizens in PR. https://twitter.com/realdonaldtrump/status/914099295963553792 QT @realDonaldTrump The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!",0.2125,0.5893
3277,Darrell Issa,R,house,Dems saying #NotOnePenny for tax reform are same folks who want to take #EveryLastPenny from middle-class through gas tax hikes &amp; cap+trade,0.0,0.0772
3278,Claudia Tenney,R,house,RT @MikeNC34 .@RepTenney tours #ACHIEVE and talks restoring and expanding federal #CDBG funding to assist those with #SpecialNeeds http://pbs.twimg.com/media/DKRiJIpWAAIb9Tu.jpg,0.0,0.296
3279,Ted Deutch,D,house,"At my Town Hall last week, I heard from someone who immigrated to the US as child. He's undocumented, though this is the only home he knows.",0.0,0.0
3280,Nydia Velázquez,D,house,"CBO analysis finds @POTUS' reckless plan to undercut #ACA would increase deficits, premiums by 20%. #Shameful http://nyti.ms/2vZ1FxR",0.0,-0.1027
3281,David Cicilline,D,house,Watch the full video of Rep. Cicilline’s Town Hall on #ABetterDeal yesterday in Cumberland https://www.facebook.com/CongressmanDavidCicilline/videos/1410798032289451/,0.35,0.0
3282,Joseph Crowley,D,house,I voted NO on @HouseGOP’s reckless and cold-hearted #Trumpcare health bill. I will continue to oppose it on behalf of all New Yorkers.,0.136363636364,-0.6841
3283,Chuck Schumer,D,senate,RT @CDTA An exciting day as we accepted our Best Mid Sized Transportation award in front of our colleague and peers at the... http://fb.me/5Eamcs4k7,0.433333333333,0.9186
3284,Rick Larsen,D,house,"RT @NormOrnstein Penetrating, and unsettling by @JohnJHarwood on danger to economic stability of Trump http://www.cnbc.com/2017/07/24/the-economic-risks-posed-by-the-trump-predicament.html",-0.15,-0.5267
3285,Andy Harris,R,house,"On #September11th 2001, terrorists launched an attack on the United States that claimed nearly 3,000 lives. http://pbs.twimg.com/media/DJce0NXW4AASBLg.jpg",0.1,-0.5994
3286,Frank Pallone,D,house,"Appreciate police taking stand against Trump's encouragement of excessive force. 
https://www.google.com/amp/s/www.washingtonpost.com/amphtml/news/post-nation/wp/2017/07/29/u-s-police-chiefs-blast-trump-for-endorsing-police-brutality/",-0.25,0.6705
3287,Ted Cruz,R,senate,"Great to be at Royal Technologies in Mission, TX today! Check out our town hall live right now --&gt; https://www.facebook.com/SenatorTedCruz/videos/1325584244220539/",0.474025974026,0.8236
3288,Tim Ryan,D,house,"RT @Malala 5 years ago, I was shot in an attempt to stop me from speaking out for girls' education. Today, I attend my first lectures at Oxford. http://pbs.twimg.com/media/DLtPWFAXcAAa8fj.jpg",0.25,-0.296
3289,Lloyd Smucker,R,house,"After the fires stopped burning and the dust settled, the steel trident breached the surface of the destruction at Ground Zero. https://twitter.com/RepSmucker/status/907253670466727937 QT @RepSmucker They supported the main lobby and 1st floor of the Towers, and stood as long as possible under immense pressure and stress. https://twitter.com/RepSmucker/status/907253532964900864",0.0291666666667,-0.5672
3290,Dan Kildee,D,house,"#ProtectDREAMERS https://twitter.com/votevets/status/904732904336609280 QT @votevets Dreamers have passed background checks, paid fees, attended college, and served in the military. Now Trump says they're not American enough. http://pbs.twimg.com/media/DI4-pMaXgAA7S7P.jpg",-0.0333333333333,0.5473
3291,Jamie Raskin,D,house,.@USGPO Bindery Manager Butch Wingo showed me around the plant &amp; discussed the agency's modernization plans. http://pbs.twimg.com/media/DL3VrqTX4AEqQyt.jpg,0.0,0.0
3292,John Cornyn,R,senate,"Bipartisan agreement on healthcare might finally come, at least on this one issue http://www.washingtonexaminer.com/article/2637172 via @dcexaminer",-0.15,0.4939
3293,Sheldon Whitehouse,D,senate,ICYMI this was a key confession from inside the GOP climate denial myth: https://shift.newco.co/addressing-climate-change-should-be-a-pillar-of-republican-policy-6578fb831554,0.0,0.0
3294,Susan Davis,D,house,Honored by 2017 Refugee Champion Award from Nile Sisters Development Initiative. I'll keep fighting for our refugee &amp; immigrant communities. http://pbs.twimg.com/media/DGj6CjIWAAI-M89.jpg,0.0,0.8658
3295,John Garamendi,D,house,"RT @NRDCFedGov Thank you @RepGaramendi for voting to protect our salmon by voting NO on H.R.1654, a bill that would reduce protections for fish &amp; wildlife",0.0,0.2885
3296,Juan Vargas,D,house,My office is hosting Community Connections on August 25th and bringing constituent services to your neighborhood. Save the date! #CA51 http://pbs.twimg.com/media/DHNSOOgWAAA429M.jpg,0.0,0.5411
3297,Jerrold Nadler,D,house,RT @RepJerryNadler My statement on #SCOTUS decision to allow parts of Trump's Muslim ban pending the Court's review of @POTUS Executive Order. http://pbs.twimg.com/media/DDR6VHEXoAI7OnO.jpg,0.0,-0.4019
3298,Charlie Crist,D,house,Amazing local &amp; international talent on display at #SHINE Mural Fest showcasing St. Pete’s creative &amp; vibrant spirit! #ShineOnStPete http://pbs.twimg.com/media/DL334iiW0AAf71r.jpg,0.261666666667,0.9312
3299,Bill Flores,R,house,RT @house_democracy Chairman Roskam on Peruvian stations after @house_democracy delegation tours @USAID  flood relief efforts in Trujillo http://pbs.twimg.com/media/DKLTDh0V4AAStkr.jpg,0.0,0.4767
3300,Jenniffer González,R,house,RT @CaribBusiness Resident commissioner gives US Codel tour of hurricane ravaged Puerto Rico - http://bit.ly/2fXxFIV http://pbs.twimg.com/media/DLtqBVAUIAIKxyI.jpg,0.0,0.0
3301,Bradley Byrne,R,house,Joined members of the @Trustmark_Bank Coastal Alabama Advisory Board in downtown Mobile to provide a legislative update. http://pbs.twimg.com/media/DGKbD2NXoAI2RTl.jpg,0.0,0.0
3302,John Garamendi,D,house,What are the similarities between @SenateGOP's #Trumpcare bill and the House bill that would kick 23 mil off their insurance? See below: https://t.co/2jvY4gZl2x,0.0,0.0
3303,Ileana Ros-Lehtinen,R,house,Oficiales del régimen corrupto d #Maduro y sus familias ya no pueden venir a Disney ni hacer compras en #EEUU. Apoyo al pueblo d #Venezuela,0.0,-0.296
3304,Maggie Hassan,D,senate,"The people of New Hampshire have told us their most personal health care stories so we can understand what's at stake.

Let's keep fighting http://pbs.twimg.com/ext_tw_video_thumb/880479851286843396/pu/img/hrN9RLCylIXiyQMS.jpg https://video.twimg.com/ext_tw_video/880479851286843396/pu/pl/_tiZTTTnOz34Mtk2.m3u8",0.212121212121,0.2415
3305,Vicky Hartzler,R,house,"(2/2) sacrifices of so many and vigilance by US and allies, #SouthKorea has enjoyed #peace, freedom &amp; prosperity for over 60 years http://pbs.twimg.com/media/DKbBk9zXoAA_U_u.jpg",0.5,0.8176
3306,Don Beyer,D,house,"I joined @SciCmteDems leaders to introduce new legislation to protect @ARPAE, which creates jobs while developing new technologies: https://twitter.com/scicmtedems/status/905538378984300546 QT @SciCmteDems With support from @RepRyanCostello @RepMarcyKaptur and @RepMiaLove, Ranking Member @RepEBJ introduces @ARPAE Reauth https://democrats-science.house.gov/news/press-releases/ranking-member-johnson-introduces-bipartisan-arpa-e-reauthorization",0.136363636364,0.873
3307,Mike Gallagher,R,house,We’re beginning the process of holding employees at the #VA to the same standard as everyone else - If you don’t do your job you lose it. https://t.co/vIEVVdzXNL QT @DCDailyNews .@RepGallagher Applauds Accountability And Transparency In New VA Law https://t.co/B6bKyYikBe,0.0454545454545,0.4995
3308,Adriano Espaillat,D,house,RT @TheRevAl We are Honoring David Norman Dinkins who turns 90 on Monday! https://www.instagram.com/p/BWShZuMAYOP/,0.0,0.5562
3309,Jimmy Duncan,R,house,It's nice to see a #TN businessman stand up for his beliefs by putting his money where his mouth is with the @NFL. http://www.foxbusiness.com/politics/2017/09/28/tennessee-business-owner-pulls-nfl-ads-over-unpatriotic-protests.html,0.6,0.4215
3310,Cathy McMorris Rodgers,R,house,At 7 AM PT I will be joining @kxly920. Tune in to hear an update of my work for you in Eastern Washington.,0.0,0.0
3311,Bob Goodlatte,R,house,Neighbors Helping Neighbors provides two weekly meals for those in need in Amherst Co. Glad I could join them today to see their work. #VA06 http://pbs.twimg.com/media/DGRgQqfU0AAbs6Z.jpg,0.5,0.7506
3312,Suzanne Bonamici,D,house,"The strong women who led #SenecaFalls convention and fought for their right to vote remind us that when women succeed, America succeeds http://pbs.twimg.com/media/DFIiopsXUAInivo.png",0.473015873016,0.8126
3313,Annie Kuster,D,house,#Trumpcare would have dire consequences for thousands of Granite Staters &amp; millions of Americans. I'll fight to protect access to healthcare http://pbs.twimg.com/ext_tw_video_thumb/884804013740490752/pu/img/CeG_CqjmdLIFmZBL.jpg https://video.twimg.com/ext_tw_video/884804013740490752/pu/pl/nh_bIxLS_kOhVYRq.m3u8,0.0,-0.4588
